UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1573,L48752,1,-0.9023934097553371,-1.1495625445340025,-1.7223587981396709,1.9675194227270771,0.8491466072312562,0,0,0,0,0,0
1574,L48753,1,-0.9023934097553371,-1.2169634301395695,-0.40594643215356546,0.24207309729310825,0.8805679695961939,0,0,0,0,0,0
1575,L48754,1,-0.9023934097553371,-1.2169634301395695,-0.33901021015427196,1.014511277865292,0.9119893319611314,0,0,0,0,0,0
1576,L48755,1,-0.9023934097553371,-1.1495625445340025,2.8906625013116387,-2.2056530852992657,0.943410694326069,0,0,0,0,0,0
1577,L48756,1,-0.8523973761276875,-1.082161658928474,-0.2720739881549785,0.17185144451381926,0.9748320566910067,0,0,0,0,0,0
1578,L48757,1,-0.8523973761276875,-1.082161658928474,-0.3055420991546252,0.3423897441206646,1.0062534190559442,0,0,0,0,0,0
1579,L48758,1,-0.8523973761276875,-1.082161658928474,0.3024619173389573,-0.29963679557569567,1.0376747814208818,0,0,0,0,0,0
1580,L48759,1,-0.8523973761276875,-1.1495625445340025,-0.5286628391522702,0.382516402851687,1.0690961437858195,0,0,0,0,0,0
1581,M16440,2,-0.8523973761276875,-1.082161658928474,-0.5286628391522702,0.7536879961136456,1.100517506150757,0,0,0,0,0,0
1582,M16441,2,-0.9023934097553371,-1.1495625445340025,0.11838730684090018,-0.7009033828859209,1.1476495496981634,0,0,0,0,0,0
1583,H30996,0,-0.9523894433829583,-1.1495625445340025,-0.04895324815733353,0.20194643856208588,1.1947815932455699,0,0,0,0,0,0
1584,L48763,1,-0.9023934097553371,-1.082161658928474,-1.2761173181443808,2.107962728285656,1.273334999157914,1,0,0,0,1,0
1585,M16444,2,-0.9023934097553371,-1.1495625445340025,0.559050768336249,-0.6708083888376544,1.3047563615228515,0,0,0,0,0,0
1586,L48765,1,-0.9023934097553371,-1.1495625445340025,-0.7740956531496797,0.8740679723067134,1.3518884050702578,0,0,0,0,0,0
1587,M16446,2,-0.8523973761276875,-1.082161658928474,-0.294386062154743,0.42264306158271003,1.3833097674351955,0,0,0,0,0,0
1588,M16447,2,-0.9023934097553371,-1.1495625445340025,-0.5063507651525057,0.3323580794379088,1.4304418109826018,0,0,0,0,0,0
1589,L48768,1,-0.9023934097553371,-1.1495625445340025,0.8323736748333641,-0.8012200297134773,1.4775738545300083,0,0,0,0,0,0
1590,M16449,2,-0.9523894433829583,-1.1495625445340025,-0.47846067265280007,0.15178811514830773,1.5089952168949459,0,0,0,0,0,0
1591,L48770,1,-0.9023934097553371,-1.082161658928474,-0.23302785865539064,-0.22941514279640599,1.5561272604423522,0,0,0,0,0,0
1592,L48771,1,-0.9023934097553371,-1.082161658928474,-1.0251064856470302,0.9442896250860024,1.58754862280729,0,0,0,0,0,0
1593,L48772,1,-0.9523894433829583,-1.082161658928474,0.29688389883901617,-0.17925681938262783,1.6189699851722275,0,0,0,0,0,0
1594,L48773,1,-1.0023854770106078,-1.1495625445340025,0.029139010841842203,-0.530365083279075,1.650391347537165,0,0,0,0,0,0
1595,M16454,2,-1.0023854770106078,-1.2169634301395695,-0.92470215264809,1.1248595893756042,1.6818127099021027,0,0,0,0,0,0
1596,L48775,1,-1.0023854770106078,-1.2169634301395695,-0.969326300647619,1.2953978889824496,1.728944753449509,1,0,0,0,1,0
1597,L48776,1,-1.0023854770106078,-1.2843643157450981,1.8866191713222364,-1.5736582102856609,-1.6959837443286894,0,0,0,0,0,0
1598,L48777,1,-1.0523815106382575,-1.2843643157450981,-0.04337522965739241,0.08156646236901802,-1.6645623819637516,0,0,0,0,0,0
1599,L48778,1,-1.0523815106382575,-1.3517652013506651,-0.21071578465562613,-0.32973178962396227,-1.633141019598814,0,0,0,0,0,0
1600,L48779,1,-1.0523815106382575,-1.3517652013506651,-0.2720739881549785,0.6232763552378227,-1.6017196572338765,0,0,0,0,0,0
1601,M16460,2,-1.1023775442658785,-1.4865669725617607,0.02356099234190108,0.3724847381689319,-1.5702982948689388,0,0,0,0,0,0
1602,L48781,1,-1.1023775442658785,-1.4865669725617607,0.32477399133872176,-0.17925681938262783,-1.5231662513215325,0,0,0,0,0,0
1603,H31016,0,-1.1023775442658785,-1.4191660869562321,0.34150804683854513,-0.6507450594721428,-1.491744888956595,0,0,0,0,0,0
1604,M16463,2,-1.1023775442658785,-1.4865669725617607,0.46422445383724986,-0.7911883650307214,-1.413191483044251,0,0,0,0,0,0
1605,L48784,1,-1.1023775442658785,-1.4865669725617607,-0.48403869115274123,-0.018750184458538297,-1.3660594394968446,0,0,0,0,0,0
1606,L48785,1,-1.1023775442658785,-1.4865669725617607,-0.7964077271494442,0.252104761975864,-1.3346380771319069,0,0,0,0,0,0
1607,L48786,1,-1.1023775442658785,-1.5539678581673277,-0.18840371065586164,-0.028781849141293357,-1.3032167147669693,0,0,0,0,0,0
1608,L48787,1,-1.1023775442658785,-1.4865669725617607,-0.7071594311503862,0.8339413135756903,-1.2717953524020318,0,0,0,0,0,0
1609,L48788,1,-1.1023775442658785,-1.5539678581673277,-0.8131417826492675,-0.1993201487481394,-1.240373990037094,0,0,0,0,0,0
1610,L48789,1,-1.1523735778935282,-1.5539678581673277,0.2355256953396638,-0.5103017539135641,-1.2089526276721565,0,0,0,0,0,0
1611,L48790,1,-1.1023775442658785,-1.4865669725617607,0.1909015473401348,-0.20935181343089515,-1.177531265307219,0,0,0,0,0,0
1612,M16471,2,-1.1023775442658785,-1.4191660869562321,1.0443383778311268,-1.272708269802992,-1.1461099029422812,0,0,0,0,0,0
1613,M16472,2,-1.0523815106382575,-1.4191660869562321,0.006826936842077707,-0.018750184458538297,-1.098977859394875,0,0,0,0,0,0
1614,L48793,1,-1.0523815106382575,-1.3517652013506651,-1.3542095771435565,2.298564357258013,-1.0518458158474686,0,0,0,0,0,0
1615,M16474,2,-1.1023775442658785,-1.4191660869562321,1.4682677838266522,-1.4231832400443263,-1.0204244534825309,0,0,0,0,0,0
1616,L48795,1,-1.1023775442658785,-1.4191660869562321,-0.5119287836524469,0.8640363076239577,-0.9732924099351246,0,0,0,0,0,0
1617,H31030,0,-1.1023775442658785,-1.4865669725617607,0.6873451938348948,-0.9316316705893005,-0.9418710475701869,0,0,0,0,0,0
1618,L48797,1,-1.1023775442658785,-1.4865669725617607,0.13512136234072356,-0.570491742010098,-0.8633176416578429,0,0,0,0,0,0
1619,L48798,1,-1.0523815106382575,-1.4865669725617607,-1.4099897621429678,1.9574877580443213,-0.8318962792929053,0,0,0,0,0,0
1620,L48799,1,-1.0523815106382575,-1.5539678581673277,0.2857278618391339,-0.5403967479618307,-0.8004749169279677,0,0,0,0,0,0
1621,L48800,1,-1.0523815106382575,-1.5539678581673277,-0.26091795115509625,0.3724847381689319,-0.7690535545630302,0,0,0,0,0,0
1622,L48801,1,-1.1523735778935282,-1.6213687437728563,1.7025445608241794,-1.8144181626717961,-0.7376321921980925,0,0,0,0,0,0
1623,H31036,0,-1.1523735778935282,-1.6213687437728563,-0.004329100157804542,-0.16922515469987276,-0.7062108298331549,0,0,0,0,0,0
1624,L48803,1,-1.1523735778935282,-1.6213687437728563,2.132051985319646,-1.7141015158442399,-0.6276574239208109,0,0,0,0,0,0
1625,M16484,2,-1.1023775442658785,-1.4865669725617607,-1.2761173181443808,1.796981123120231,-0.5962360615558733,0,0,0,0,0,0
1626,L48805,1,-1.0523815106382575,-1.4865669725617607,-0.969326300647619,0.6934980080171117,-0.5491040180084669,0,0,0,0,0,0
1627,M16486,2,-1.0523815106382575,-1.4865669725617607,-1.3151634476439686,1.9374244286788098,-0.5176826556435293,0,0,0,0,0,0
1628,L48807,1,-1.0523815106382575,-1.4865669725617607,-0.22187182165550837,-0.24947847216191754,-0.4705506120961229,0,0,0,0,0,0
1629,L48808,1,-1.0523815106382575,-1.4865669725617607,-0.48961670965268234,-0.17925681938262783,-0.43912924973118533,0,0,0,0,0,0
1630,M16489,2,-1.0523815106382575,-1.4191660869562321,-1.1310888371459116,1.445872859223784,-0.40770788736624775,0,0,0,0,0,0
1631,L48810,1,-1.0523815106382575,-1.4191660869562321,-0.7071594311503862,0.45273805563097663,-0.36057584381884134,0,0,0,0,0,0
1632,L48811,1,-1.0023854770106078,-1.3517652013506651,-0.5900210426516226,-0.07894017255507152,-0.32915448145390375,0,0,0,0,0,0
1633,L48812,1,-1.0523815106382575,-1.4191660869562321,-0.6290671721512104,0.3624530734861761,-0.2977331190889661,0,0,0,0,0,0
1634,L48813,1,-1.0523815106382575,-1.4191660869562321,-0.35016624715415423,0.5229597084102664,-0.2663117567240285,0,0,0,0,0,0
1635,H31048,0,-1.0523815106382575,-1.4191660869562321,-0.7406275421500329,1.857171111216765,-0.23489039435909093,0,0,0,0,0,0
1636,L48815,1,-1.1023775442658785,-1.4865669725617607,-0.8689219676486788,1.6565378175616523,-0.15633698844674693,0,0,0,0,0,0
1637,L48816,1,-1.0523815106382575,-1.4865669725617607,-0.18840371065586164,-0.26954180152742907,-0.12491562608180933,0,0,0,0,0,0
1638,L48817,1,-1.0523815106382575,-1.4865669725617607,0.7040792493347182,-0.6106184007411204,-0.09349426371687172,0,0,0,0,0,0
1639,L48818,1,-1.0523815106382575,-1.4865669725617607,-0.7908297086495031,0.5028963790447548,-0.06207290135193413,0,0,0,0,0,0
1640,M16499,2,-1.0523815106382575,-1.4865669725617607,-0.49519472815262344,0.3524214088034203,-0.030651538986996525,0,0,0,0,0,0
1641,L48820,1,-1.0023854770106078,-1.4865669725617607,0.15743343634048806,-0.35982678367222964,0.016480504560409875,0,0,0,0,0,0
1642,M16501,2,-1.0023854770106078,-1.3517652013506651,0.09049721434119457,-0.29963679557569567,0.047901866925347474,0,0,0,0,0,0
1643,H31056,0,-1.0023854770106078,-1.4865669725617607,0.27457182483925163,-0.46014343049978595,0.09503391047275388,0,0,0,0,0,0
1644,L48823,1,-1.0023854770106078,-1.4865669725617607,-0.47846067265280007,-0.22941514279640599,0.17358731638509786,0,0,0,0,0,0
1645,L48824,1,-1.0023854770106078,-1.4865669725617607,0.46422445383724986,-0.6708083888376544,0.20500867875003548,0,0,0,0,0,0
1646,L48825,1,-1.0523815106382575,-1.4865669725617607,-0.004329100157804542,-0.14916182533436123,0.23643004111497307,0,0,0,0,0,0
1647,M16506,2,-1.0523815106382575,-1.5539678581673277,-0.0656873036571569,0.28219975602413067,0.26785140347991065,0,0,0,0,0,0
1648,L48827,1,-1.1023775442658785,-1.4865669725617607,1.239569025329066,-1.112201634878902,0.31498344702731707,0,0,0,0,0,0
1649,L48828,1,-1.0523815106382575,-1.4865669725617607,-0.92470215264809,1.024542942548048,0.34640480939225465,0,0,0,0,0,0
1650,H31063,0,-1.0023854770106078,-1.4191660869562321,-0.3166981361545075,-0.21938347811365091,0.37782617175719224,0,0,0,0,0,0
1651,M16510,2,-1.0023854770106078,-1.4191660869562321,-0.6792693386506805,1.1047962600100927,0.45637957766953624,0,0,0,0,0,0
1652,L48831,1,-1.0023854770106078,-1.4865669725617607,-0.6960033941505039,1.1750179127893825,0.5035116212169427,0,0,0,0,0,0
1653,H31066,0,-1.0523815106382575,-1.4865669725617607,0.5367386943364845,-0.6005867360583647,0.5349329835818802,0,0,0,0,0,0
1654,L48833,1,-1.0023854770106078,-1.4865669725617607,-0.8521879121488554,1.736791135023697,0.6134863894942243,0,0,0,0,0,0
1655,L48834,1,-0.9023934097553371,-1.2843643157450981,-0.8912340416484432,2.2383743691614786,0.6449077518591618,0,0,0,0,0,0
1656,M16515,2,-0.9023934097553371,-1.3517652013506651,0.2132136213398993,-0.40998510708600777,0.6763291142240995,0,0,0,0,0,0
1657,L48836,1,-0.9023934097553371,-1.2843643157450981,-0.037797211157451285,0.252104761975864,0.7234611577715059,0,0,0,0,0,0
1658,M16517,2,-0.9523894433829583,-1.3517652013506651,-0.9191241341481489,0.8840996369894685,0.7548825201364434,0,0,0,0,0,0
1659,H31072,0,-0.9523894433829583,-1.3517652013506651,0.17416749184031144,-0.4701750951825417,0.8020145636838498,0,0,0,0,0,0
1660,L48839,1,-0.9523894433829583,-1.3517652013506651,0.8825758413328342,-0.9015366765410335,0.8805679695961939,0,0,0,0,0,0
1661,L48840,1,-0.9023934097553371,-1.3517652013506651,-0.22187182165550837,0.4126113968999543,0.9119893319611314,0,0,0,0,0,0
1662,M16521,2,-0.9023934097553371,-1.3517652013506651,-0.7127374496503273,0.723593002065379,0.943410694326069,0,0,0,0,0,0
1663,H31076,0,-0.9023934097553371,-1.4191660869562321,-0.42825850615332994,0.5530547024585329,0.9905427378734755,0,0,0,0,0,0
1664,M16523,2,-0.9523894433829583,-1.4191660869562321,1.2284129883291839,-1.1422966289271685,1.0690961437858195,0,0,0,0,0,0
1665,L48844,1,-0.9023934097553371,-1.3517652013506651,-0.021063155657627914,-0.1993201487481394,1.1162281873332258,0,0,0,0,0,0
1666,H31079,0,-0.9023934097553371,-1.4191660869562321,-0.26649596965503736,-0.028781849141293357,1.1476495496981634,0,0,0,0,0,0
1667,L48846,1,-0.9023934097553371,-1.4191660869562321,0.06818514034143007,-0.399953442403252,1.2262029556105074,0,0,0,0,0,0
1668,L48847,1,-0.9023934097553371,-1.4191660869562321,1.2841931733285952,-1.2827399344857475,1.2576243179754452,0,0,0,0,0,0
1669,L48848,1,-0.9023934097553371,-1.4191660869562321,0.06818514034143007,-0.5905550713756088,1.2890456803403827,0,0,0,0,0,0
1670,L48849,1,-0.9023934097553371,-1.4191660869562321,0.029139010841842203,-0.8614100178100111,1.3204670427053202,0,0,0,0,0,0
1671,L48850,1,-0.9023934097553371,-1.4865669725617607,-0.06010928515721578,-0.8915050118582778,1.3518884050702578,0,0,0,0,0,0
1672,L48851,1,-0.9523894433829583,-1.4191660869562321,0.4196003058377209,-0.42001677176876356,1.3833097674351955,0,0,0,0,0,0
1673,L48852,1,-0.9523894433829583,-1.4865669725617607,-0.5955990611515637,0.9844162838170248,1.414731129800133,0,0,0,0,0,0
1674,M16533,2,-0.9523894433829583,-1.4865669725617607,-0.8633439491487377,0.3724847381689319,1.4461524921650706,0,0,0,0,0,0
1675,L48854,1,-0.9523894433829583,-1.4865669725617607,0.006826936842077707,-0.21938347811365091,1.493284535712477,0,0,0,0,0,0
1676,L48855,1,-1.0023854770106078,-1.5539678581673277,-0.7350495236500918,0.3925480675344427,1.5247058980774146,0,0,0,0,0,0
1677,H31090,0,-1.0523815106382575,-1.6213687437728563,-0.6736913201507394,0.3022630853896422,1.5561272604423522,0,0,0,0,0,0
1678,M16537,2,-1.0523815106382575,-1.6887696293784233,0.603674916335778,-0.9216000059065448,1.6346806663546962,0,0,0,0,0,0
1679,L48858,1,-1.0023854770106078,-1.6887696293784233,0.5869408608359546,-0.7209667122514325,1.6818127099021027,0,0,0,0,0,0
1680,L48859,1,-1.0023854770106078,-1.6887696293784233,1.412487598827241,-1.2125182817064584,1.7132340722670403,0,0,0,0,0,0
1681,M16540,2,-1.0523815106382575,-1.7561705149839903,0.39728823183795636,-0.5403967479618307,1.7446554346319778,0,0,0,0,0,0
1682,M16541,2,-1.1023775442658785,-1.823571400589519,1.4794238208265345,-1.403119910678815,1.7917874781793843,0,0,0,0,0,0
1683,H31096,0,-1.0523815106382575,-1.7561705149839903,0.36382012083830967,-0.38992177772049624,1.8389195217267906,1,1,0,0,0,0
1684,M16543,2,-1.0523815106382575,-1.7561705149839903,-0.7573615976498563,1.2853662242996937,-1.6959837443286894,0,0,0,0,0,0
1685,L48864,1,-1.1023775442658785,-1.823571400589519,-0.5621309501519169,0.45273805563097663,-1.6488517007812828,0,0,0,0,0,0
1686,L48865,1,-1.0523815106382575,-1.823571400589519,1.590984190825357,-1.3730249166305482,-1.6174303384163453,0,0,0,0,0,0
1687,H31100,0,-1.0523815106382575,-1.823571400589519,0.692923212334836,-1.1322649642444131,-1.5860089760514078,0,0,0,0,0,0
1688,L48867,1,-1.0523815106382575,-1.823571400589519,-0.20513776615568502,-0.32973178962396227,-1.5074555701390637,0,0,0,0,0,0
1689,L48868,1,-1.0523815106382575,-1.7561705149839903,0.3749761578381919,-0.45011176581703016,-1.4760342077741262,0,0,0,0,0,0
1690,L48869,1,-1.0523815106382575,-1.6887696293784233,0.12396532534084131,-0.22941514279640599,-1.4446128454091884,0,0,0,0,0,0
1691,M16550,2,-1.0523815106382575,-1.7561705149839903,-0.5788650056517404,0.2922314207068864,-1.413191483044251,0,0,0,0,0,0
1692,L48871,1,-1.0523815106382575,-1.6887696293784233,0.3526640838384274,-0.16922515469987276,-1.3660594394968446,0,0,0,0,0,0
1693,M16552,2,-0.9523894433829583,-1.6213687437728563,1.2563030808288895,-1.2325816110719694,-1.3346380771319069,0,0,0,0,0,0
1694,H31107,0,-1.0023854770106078,-1.6887696293784233,0.8044835823336585,-1.2225499463892138,-1.2875060335845006,0,0,0,0,0,0
1695,L48874,1,-1.0023854770106078,-1.6887696293784233,0.4419123798374854,-0.48020675986529676,-1.2089526276721565,0,0,0,0,0,0
1696,L48875,1,-1.0023854770106078,-1.6213687437728563,-0.16609163665609714,0.1618197798310635,-1.177531265307219,0,0,0,0,0,0
1697,L48876,1,-1.0523815106382575,-1.6213687437728563,0.06260712184148895,-0.09900350192058306,-1.1461099029422812,0,0,0,0,0,0
1698,M16557,2,-1.0523815106382575,-1.6213687437728563,-0.1103114516566859,0.4025797322171985,-1.1146885405773437,0,0,0,0,0,0
1699,L48878,1,-1.0523815106382575,-1.6213687437728563,-0.3222761546544486,-0.1993201487481394,-1.0675564970299374,0,0,0,0,0,0
1700,L48879,1,-0.9523894433829583,-1.5539678581673277,-1.3932557066431444,0.8339413135756903,-1.0361351346649996,0,0,0,0,0,0
1701,M16560,2,-1.0023854770106078,-1.6213687437728563,1.7025445608241794,-1.623816533699439,-1.004713772300062,0,0,0,0,0,0
1702,L48881,1,-1.0023854770106078,-1.5539678581673277,-0.33343219165433086,0.252104761975864,-0.9575817287526557,0,0,0,0,0,0
1703,L48882,1,-1.0023854770106078,-1.5539678581673277,-0.6067550981514459,0.7336246667481341,-0.9261603663877181,0,0,0,0,0,0
1704,M16563,2,-0.9523894433829583,-1.4865669725617607,0.5423167128364256,-0.32973178962396227,-0.8947390040227805,0,0,0,0,0,0
1705,M16564,2,-0.9523894433829583,-1.4865669725617607,-0.19955974765574389,0.4728013849964882,-0.8476069604753741,0,0,0,0,0,0
1706,M16565,2,-0.9523894433829583,-1.4865669725617607,0.38613219483807415,-0.7410300416169433,-0.8004749169279677,0,0,0,0,0,0
1707,L48886,1,-0.9023934097553371,-1.4865669725617607,-0.09915541465680365,0.2922314207068864,-0.7533428733805613,0,0,0,0,0,0
1708,L48887,1,-0.9023934097553371,-1.4865669725617607,-0.5565529316519758,0.1618197798310635,-0.7219215110156237,0,0,0,0,0,0
1709,L48888,1,-0.9023934097553371,-1.4865669725617607,0.4921145463369555,-0.8513783531272554,-0.6905001486506861,0,0,0,0,0,0
1710,L48889,1,-0.9023934097553371,-1.4865669725617607,1.1726328033297726,-1.3930882459960594,-0.6590787862857486,0,0,0,0,0,0
1711,L48890,1,-0.9023934097553371,-1.4865669725617607,-0.04895324815733353,-0.40998510708600777,-0.6276574239208109,0,0,0,0,0,0
1712,L48891,1,-0.9023934097553371,-1.4865669725617607,-1.0251064856470302,1.1348912540583593,-0.5962360615558733,0,0,0,0,0,0
1713,L48892,1,-0.8523973761276875,-1.4191660869562321,0.06818514034143007,-0.6206500654238761,-0.5648146991909357,0,0,0,0,0,0
1714,L48893,1,-0.9023934097553371,-1.4865669725617607,-0.1326235256564504,0.6734346786516008,-0.5333933368259981,0,0,0,0,0,0
1715,L48894,1,-0.9023934097553371,-1.4865669725617607,-0.8410318751489732,0.8640363076239577,-0.5019719744610606,0,0,0,0,0,0
1716,L48895,1,-0.9023934097553371,-1.4865669725617607,0.2578377693394283,-0.5403967479618307,-0.4705506120961229,0,0,0,0,0,0
1717,L48896,1,-0.9523894433829583,-1.5539678581673277,-0.0879993776569214,-0.22941514279640599,-0.43912924973118533,0,0,0,0,0,0
1718,L48897,1,-0.9023934097553371,-1.6213687437728563,-0.9470142266478545,1.4559045239065398,-0.40770788736624775,0,0,0,0,0,0
1719,M16578,2,-0.9023934097553371,-1.5539678581673277,0.7933275453337761,-0.9015366765410335,-0.3762865250013101,0,0,0,0,0,0
1720,L48899,1,-0.9023934097553371,-1.5539678581673277,-0.19955974765574389,-0.16922515469987276,-0.32915448145390375,0,0,0,0,0,0
1721,L48900,1,-0.9023934097553371,-1.5539678581673277,-0.4449925616531533,0.45273805563097663,-0.2977331190889661,0,0,0,0,0,0
1722,L48901,1,-0.9023934097553371,-1.5539678581673277,0.8323736748333641,-0.7610933709824549,-0.2663117567240285,0,0,0,0,0,0
1723,M16582,2,-0.9023934097553371,-1.5539678581673277,2.304970558817821,-1.8445131567200628,-0.23489039435909093,0,0,0,0,0,0
1724,L48903,1,-0.9023934097553371,-1.4865669725617607,2.7344779833132873,-2.015051456326909,-0.18775835081168452,0,0,0,0,0,0
1725,M16584,2,-0.8523973761276875,-1.4865669725617607,-0.4561485986530356,1.255271230251427,-0.15633698844674693,0,0,0,0,0,0
1726,M16585,2,-0.8523973761276875,-1.4865669725617607,-0.8187198011492086,1.0446062719135587,-0.10920494489934052,0,0,0,0,0,0
1727,L48906,1,-0.8523973761276875,-1.4865669725617607,2.0483817078205293,-1.7943548333062846,-0.06207290135193413,0,0,0,0,0,0
1728,M16587,2,-0.8523973761276875,-1.5539678581673277,0.3526640838384274,-0.6607767241548985,-0.030651538986996525,0,0,0,0,0,0
1729,L48908,1,-0.8523973761276875,-1.5539678581673277,-0.4115244506535066,0.9442896250860024,0.016480504560409875,0,0,0,0,0,0
1730,M16589,2,-0.8523973761276875,-1.5539678581673277,-0.5565529316519758,0.382516402851687,0.047901866925347474,0,0,0,0,0,0
1731,M16590,2,-0.8523973761276875,-1.4865669725617607,-1.1645569481455584,1.5461895060513404,0.09503391047275388,0,0,0,0,0,0
1732,M16591,2,-0.8523973761276875,-1.4191660869562321,-0.2999640806546841,0.20194643856208588,0.14216595402016027,0,0,0,0,0,0
1733,H31146,0,-0.8024013425000663,-1.4191660869562321,0.8993098968326576,-1.1824232876581913,0.18929799756756668,0,0,0,0,0,0
1734,L48913,1,-0.8024013425000663,-1.3517652013506651,-0.1326235256564504,0.28219975602413067,0.26785140347991065,0,0,0,0,0,0
1735,M16594,2,-0.7524053088724167,-1.2843643157450981,-0.21071578465562613,-0.07894017255507152,0.29927276584484824,0,0,0,0,0,0
1736,L48915,1,-0.8024013425000663,-1.3517652013506651,-0.8856560231485021,0.7637196607964014,0.34640480939225465,0,0,0,0,0,0
1737,L48916,1,-0.8024013425000663,-1.4191660869562321,0.029139010841842203,-0.40998510708600777,0.37782617175719224,0,0,0,0,0,0
1738,L48917,1,-0.8024013425000663,-1.4191660869562321,1.139164692330126,-1.272708269802992,0.4092475341221299,0,0,0,0,0,0
1739,H31152,0,-0.8024013425000663,-1.4191660869562321,2.2826584848180564,-1.8645764860855742,0.4406688964870675,0,0,0,0,0,0
1740,H31153,0,-0.7524053088724167,-1.4191660869562321,-1.555018243141437,1.4258095298582731,0.5192223023994115,0,0,0,0,0,0
1741,M16600,2,-0.7524053088724167,-1.4191660869562321,0.5646287868361901,-0.6908717182031652,0.5977757083117554,0,0,0,0,0,0
1742,M16601,2,-0.7524053088724167,-1.3517652013506651,-0.9804823376475013,0.9242262957204916,0.6449077518591618,0,0,0,0,0,0
1743,L48922,1,-0.7524053088724167,-1.3517652013506651,-0.8912340416484432,0.964352954451514,0.6920397954065682,0,0,0,0,0,0
1744,M16603,2,-0.7524053088724167,-1.3517652013506651,0.9718241373318922,-1.4231832400443263,0.7234611577715059,0,0,0,0,0,0
1745,M16604,2,-0.7524053088724167,-1.3517652013506651,-0.4338365246532711,1.1950812421548933,0.7705932013189123,0,0,0,0,0,0
1746,L48925,1,-0.7524053088724167,-1.3517652013506651,0.47538049083713213,-1.021916652734101,0.8177252448663187,0,0,0,0,0,0
1747,L48926,1,-0.8024013425000663,-1.3517652013506651,-0.07126532215709803,0.11166145641728534,0.8491466072312562,0,0,0,0,0,0
1748,L48927,1,-0.8024013425000663,-1.4191660869562321,4.697940495292563,-2.5868563432439795,0.8805679695961939,0,0,0,0,0,0
1749,H31162,0,-0.8024013425000663,-1.5539678581673277,0.4865365278370144,-0.8915050118582778,0.9119893319611314,0,0,0,0,0,1
1750,L48929,1,-0.8523973761276875,-1.5539678581673277,0.20763560283995816,-0.6206500654238761,0.9905427378734755,0,0,0,0,0,0
1751,M16610,2,-0.8024013425000663,-1.4865669725617607,0.4363343613375443,-0.8413466884444997,1.021964100238413,0,0,0,0,0,0
1752,L48931,1,-0.8523973761276875,-1.6213687437728563,2.2491903738184096,-1.944829803547619,1.0690961437858195,0,0,0,0,0,0
1753,L48932,1,-0.9023934097553371,-1.6213687437728563,-0.26091795115509625,-0.27957346621018414,1.100517506150757,0,0,0,0,0,0
1754,L48933,1,-0.9023934097553371,-1.6887696293784233,-0.383634358153801,1.1348912540583593,1.1319388685156946,0,0,0,0,0,0
1755,M16614,2,-1.0023854770106078,-1.7561705149839903,-0.42268048765338884,0.6533713492860893,1.1633602308806323,0,0,0,0,0,0
1756,L48935,1,-1.0023854770106078,-1.823571400589519,-0.6402232091510927,0.6533713492860893,1.2104922744280386,0,0,0,0,0,0
1757,M16616,2,-0.9523894433829583,-1.7561705149839903,-0.9804823376475013,2.0176777461408553,1.2419136367929762,0,0,0,0,0,0
1758,M16617,2,-0.9523894433829583,-1.7561705149839903,-1.1366668556458528,1.6264428235133859,1.2890456803403827,0,0,0,0,0,0
1759,L48938,1,-0.9523894433829583,-1.7561705149839903,0.38613219483807415,-0.6106184007411204,1.336177723887789,0,0,0,0,0,0
1760,H31173,0,-1.0023854770106078,-1.7561705149839903,0.3749761578381919,-0.48020675986529676,1.3675990862527267,0,0,0,0,0,0
1761,L48940,1,-0.9523894433829583,-1.6887696293784233,0.8100616008335996,-0.6908717182031652,1.4461524921650706,0,0,0,0,0,0
1762,L48941,1,-0.9523894433829583,-1.6213687437728563,2.2938145218179384,-1.9749247975958861,1.4775738545300083,0,0,0,0,0,0
1763,H31176,0,-0.9023934097553371,-1.6213687437728563,-0.4394145431532122,0.8640363076239577,1.5089952168949459,0,0,0,0,0,0
1764,L48943,1,-0.9023934097553371,-1.6213687437728563,-0.1549355996562149,-0.9015366765410335,1.58754862280729,1,1,0,0,0,0
1765,H31178,0,-0.9023934097553371,-1.6213687437728563,-1.231493170144852,1.5762845000996077,-1.6959837443286894,0,0,0,0,0,0
1766,L48945,1,-0.9023934097553371,-1.6213687437728563,-0.9525922451477956,1.1850495774721375,-1.6174303384163453,0,0,0,0,0,0
1767,M16626,2,-0.8523973761276875,-1.5539678581673277,0.9941362113316566,-1.2927715991685031,-1.5860089760514078,0,0,0,0,0,0
1768,M16627,2,-0.8523973761276875,-1.5539678581673277,-0.10473343315674477,0.14175645046555194,-1.5388769325040013,0,0,0,0,0,0
1769,M16628,2,-0.8523973761276875,-1.4865669725617607,-0.2999640806546841,0.20194643856208588,-1.491744888956595,0,0,0,0,0,0
1770,L48949,1,-0.8024013425000663,-1.4191660869562321,2.4667330953161133,-1.6840065217959728,-1.4446128454091884,0,0,0,0,0,0
1771,H31184,0,-0.8024013425000663,-1.4191660869562321,0.3693981393382508,-0.9015366765410335,-1.413191483044251,0,0,0,0,0,0
1772,L48951,1,-0.8024013425000663,-1.4191660869562321,-0.517506802152388,0.5329913730930215,-1.3346380771319069,0,0,0,0,0,0
1773,L48952,1,-0.8024013425000663,-1.3517652013506651,-0.17166965515603827,0.793814654844668,-1.3032167147669693,0,0,0,0,0,0
